Hour,Temperature,Humidity,Wind_speed,Visibility,Dew_point,Solar_radiation,Rainfall,Day_of_week,Month,Is_holiday,Bike_rentals,High_demand
22,4.323795706174057,38,0.3339605696223046,1793.7604940560316,4.335285378054535,6.741497650186069,1.8650226534275187,0,11,0,1200,0
23,13.576205149787064,65,4.346121080061502,1630.6512508352187,10.191055407230714,5.121170367761471,0.921691052709575,1,12,0,1210,0
0,16.20295631711899,47,1.2268929846580694,1186.4975395666256,0.3247921872317514,12.279687013491511,0.6050135300836702,2,1,0,1648,1
1,20.14438834058749,87,1.6629372609793338,3000.0,24.61895930294979,7.40416816164743,0.5241394795404072,3,2,0,1672,1
2,22.1161487808889,34,2.175506150204313,2626.270365514615,20.869069219488154,142.94445451041597,0.6876532601948756,4,3,0,2152,1
3,3.7535790816213073,56,2.2730433360437945,1610.4902892400073,5.095043476142336,66.46884050355727,0.041279214876075714,5,4,0,1376,0
4,-0.34114170735622196,20,5.3688744881094,2136.210698326805,8.092689839241537,41.99070294620804,2.232997058577851,6,5,0,1650,1
5,27.77676821898509,86,11.584845388072132,2208.7325449106474,15.874380794918446,54.19188984350141,6.37898506709931,0,6,0,931,0
6,18.323140119795916,43,2.547056388928972,2595.5429273867385,3.822883961487144,264.43254800000955,0.20026615212813947,1,7,0,1702,1
7,7.515134634434464,46,0.6771683160907346,1590.6974866699607,-0.252992566397638,241.6334169320221,0.12826865347522162,2,8,0,1345,0
8,30.51151975522523,59,4.2364046953911165,2546.053391991213,11.991918008055059,125.7642534667118,0.15499140716282578,3,9,1,1458,1
9,16.156746342928585,82,0.10094708104097906,1726.0473478965325,5.62751396866936,216.00650222906245,1.08183499258779,4,10,0,2465,1
10,26.792971840638266,80,0.5255389105660968,1332.0687979156933,6.463955597162084,38.5145008235229,1.0830564262758067,5,11,0,1076,0
11,15.67518481410109,55,4.553556299854095,2362.0682796572487,-1.6741707445437237,47.98266390339595,1.8833759501823597,6,12,0,2050,1
12,35.60747924881987,43,0.5919433783320467,2645.3792120612143,-8.74137718690717,95.11725445061417,1.393626731067194,0,1,0,935,0
13,32.55340842443204,43,0.49859279934088235,3000.0,6.8891392790328085,97.71718090808204,0.5972729296360868,1,2,0,1001,0
14,12.510358515209266,23,0.2972907411076845,1400.1373674548931,12.2396963319536,65.72007412500423,0.9489569130514962,2,3,0,1117,0
15,24.715709509543554,86,3.9195766206165024,2349.459842540394,3.1935460073916655,51.19226393308486,1.165664912693147,3,4,0,1675,1
16,21.453759495851475,53,1.3865274114618256,1795.0993781032334,16.491436156470932,428.166100855927,0.7189501734791562,4,5,0,1880,1
17,28.686315575323487,76,2.247203089288612,2391.6793552620156,-0.631330603324356,172.1060360451437,0.6455977561739472,5,6,0,1694,1
18,5.350765394198955,68,0.5464183152254719,1264.7552243843747,-3.4376356397273593,57.08945004641017,1.035912021955343,6,7,0,1498,1
19,21.86051459998439,72,2.8379691914966236,1368.615112150718,4.46215754243095,129.93554032975499,0.8152572997489592,0,8,0,2062,1
20,25.58424486849588,42,2.8542789198315823,1612.062588416758,4.339259397189676,31.41105048176806,1.0326624975978302,1,9,0,1121,0
21,-2.5873948642311433,88,0.7496720825838913,2039.4820228340423,11.15974985068178,10.554867362212574,0.948955395268604,2,10,1,1008,0
22,3.167414873342249,72,1.0575808340633541,1679.4593667308222,-1.199702592511878,43.45299668388769,1.2701003580225017,3,11,0,1001,0
23,-5.392321777601005,81,0.47066071293658346,2329.52717195671,15.944753894519184,51.57926056950647,1.029469253048409,4,12,0,1397,0
0,12.305931655554422,60,7.50670994469363,2513.4473091289574,20.73533570006603,1.6675389258123567,0.7334328323486546,5,1,0,837,0
1,22.17542255795962,76,2.0746726637743262,2299.788770622678,4.686847784253265,168.62757699914758,1.1450651420236537,6,2,0,2012,1
2,30.02357052096028,79,5.452750590870811,2809.393819830434,14.997683361474548,44.502758738395734,0.5968955625666121,0,3,0,1141,0
3,15.740947804197752,73,0.7230463370161655,2207.9133147276716,-3.451976565002081,86.84966964861741,0.27663824855483155,1,4,0,1559,1
4,31.28615545571292,89,3.0455198845081783,1391.5516448299163,13.601772329455327,7.684129055914733,0.0014192267599470187,2,5,0,1361,0
5,1.1989854178510857,76,2.903660520096544,2681.68825676917,13.3782112684757,19.23680487161579,0.8208990716300041,3,6,0,1499,1
6,-2.033824393551548,29,2.3530762141996306,1697.4218821970012,11.90749824151903,220.44944670112378,0.8931975113092051,4,7,0,1413,0
7,14.444523011033812,59,6.7416647177531575,2455.209249842785,4.875495289037648,93.82488767311725,3.577301041630954,5,8,0,1617,1
8,18.840654489393074,26,1.0002835863761428,2786.867108277553,-15.0,300.14294752410166,0.4485996715782298,6,9,0,2331,1
9,14.67305251905907,57,0.2801738346040231,2228.3440053652,-0.1338171492170348,668.4639241099964,0.5010951897423381,0,10,1,1263,0
10,-5.674421000398766,80,2.227708880095066,1251.9205934176753,-0.007328141476816263,46.49923910333273,0.22539556186524848,1,11,0,1101,0
11,14.108799604872116,22,2.6135605744365056,1540.8939167451042,-2.826039504483819,35.49664957153904,0.07314536893739304,2,12,0,1030,0
12,1.9553049949514687,70,1.7116172920018629,2661.372233442568,5.977944036376529,195.44388009479087,1.4819443672502999,3,1,0,1427,0
13,21.696725488300384,66,0.4634048815041002,1915.4386571785917,1.6482924358301227,657.9478704851662,0.2872569152963275,4,2,0,1633,1
14,18.665982460968483,87,1.404198024502916,2039.7867674710828,-1.5968960781201753,99.32831059287889,0.9388044264209943,5,3,0,1861,1
15,5.601202136726448,95,0.748484517960105,2379.4122080818047,-3.470401185982558,158.5431986835002,1.1640249054615461,6,4,0,1296,0
16,9.861330826633065,57,1.1153681583568626,2348.161431040162,-0.7241038838818294,152.20951099419784,0.6372143712395908,0,5,0,1031,0
17,4.407864781110485,55,2.072506771473119,2139.39990619273,13.971993694799426,43.903178034083346,2.0903173739370438,1,6,0,1441,0
18,14.373209027268281,60,2.7346684336244267,1895.665814389767,-0.28820043701995335,85.39508296563558,0.5866180617483546,2,7,0,1860,1
19,24.551423205012384,88,0.5285163098362362,1843.6657771338214,0.8804903485338205,179.01024903613606,0.335344944512259,3,8,0,1953,1
20,5.142739536644562,32,1.039481695232684,2428.9494126456716,1.3464190798140292,116.5117145813196,2.263513650227403,4,9,0,1181,0
21,20.040465155178445,77,0.6271257420216655,2276.7847655338965,7.711948110475357,2.1390978319746616,1.9773492073130097,5,10,0,1506,1
22,9.697423816275592,69,0.4428690597020424,1871.3499996911053,8.649995908228263,41.05364489933047,0.17917445062333334,6,11,0,1150,0
23,7.071271677376558,49,3.059287886733093,2541.05615649657,-15.0,15.604077763096372,0.026303953916569325,0,12,0,1215,0
0,13.929696400454421,81,4.799352994087426,1935.482942435108,13.173081710620865,26.523224890744444,0.09429480745392849,1,1,0,1059,0
1,4.647576775806259,44,0.9248081524660026,1574.1689128328035,16.49094427395003,235.9044101383172,0.33763927532138416,2,2,0,1013,0
2,9.46350694652818,46,2.7828463771877283,1620.5146505483276,-3.4014922988933556,3.7591062223178686,3.5848727171026304,3,3,1,1165,0
3,3.0212210741115157,70,4.5459611149443555,1510.629581845117,-2.778385957878678,24.820589444771034,0.8176138466081792,4,4,0,1021,0
4,34.64725132916389,97,3.743219127798344,1863.7949916981563,1.3979728977738284,37.04397488862365,0.4672262609530285,5,5,0,1042,0
5,15.352635519717285,76,0.4037755992063225,2616.8621391680963,-1.0480321556528382,95.9417651440251,2.1956706368421006,6,6,0,1472,1
6,8.002744920074143,66,6.260442832817703,1597.4524094847457,6.791414991572851,76.37878877381173,0.6035557425027569,0,7,1,1182,0
7,17.13979910734222,58,0.9453790755158131,2094.2378805090516,-10.572202290870914,24.624520505693596,0.3786848640414961,1,8,0,2298,1
8,13.876719503091701,35,0.8287311838440027,1671.6553271862933,-3.943420864293918,17.941506540300878,2.8339456007669095,2,9,0,1833,1
9,12.790304004667771,41,0.12893054583317326,1869.8454793642813,17.31357760139926,27.02325836366471,1.8939095850232233,3,10,0,1416,0
10,21.141667000434254,73,1.3317398381273955,1244.979394007374,-2.4257597387841425,69.8219275315837,1.855775729452024,4,11,0,2086,1
11,22.575077100473052,40,0.23085226586207666,1889.7308854217313,14.947426224823399,31.63254528631577,0.718023533282438,5,12,0,1496,1
12,9.694988523894725,91,0.5714741195715377,1903.147310097519,7.842705564721095,294.8896429400145,1.5579770264642148,6,1,0,1389,0
13,9.2418175935532,35,0.7623528276288257,2270.143972017848,-9.474141716706065,62.336969696211064,0.19766266323187454,0,2,0,1072,0
14,12.24948302848356,78,3.3091459260172864,2111.640456627685,10.08263356172965,6.059538982237062,0.8514935509643533,1,3,1,1021,0
15,-8.01921164735585,50,4.166716811507174,1400.8039375239773,4.058661582457173,130.66199889780506,4.125582805914609,2,4,0,941,0
16,-0.15191062198552174,61,0.7204089521494758,2542.099122021771,1.356263550002076,39.87555995993063,0.34384112302341885,3,5,0,1204,0
17,28.668742674445248,93,3.913713386326608,2105.151520110998,6.959656745376032,105.98405187504778,1.5815909106410608,4,6,1,1689,1
18,31.449677135012838,51,3.8930538015922225,2099.1967585887433,8.797067884534338,32.7940851334455,0.6742830468602985,5,7,0,1734,1
19,12.509639604436217,78,2.8933710986395695,1995.4088233074306,10.660734575796956,84.57011997728475,0.04061960169273958,6,8,0,1429,0
20,20.765569630557664,53,0.3172767349377216,1741.1212763888902,14.426022780384018,147.90787545627117,1.439776988520172,0,9,0,1476,1
21,18.11250154543536,28,2.3444499315906584,2108.901169874363,8.265087302226851,263.12105808727733,0.18460714002103096,1,10,0,1532,1
22,40.0,30,5.801719454651589,2237.7942179642914,-6.005072710290895,30.262942213662424,0.9982428389422507,2,11,0,1170,0
23,26.195749114345766,29,2.2948099219144638,1126.5521543272225,1.2108363387904717,40.77531501796693,0.08955737242935831,3,12,0,1166,0
0,13.720824085192335,36,0.8057873813985313,1730.6195813269521,28.54438668214897,62.41182942552892,2.9349645560179276,4,1,0,939,0
1,5.444595593995743,87,1.388612974315788,1872.5265147982054,10.795928483053821,261.96937480030255,0.3449212714564491,5,2,0,1262,0
2,-1.0644632025757232,67,2.0753639072735117,2128.0853028471392,23.954298406491976,231.65507281905872,0.2567839625349352,6,3,0,1666,1
3,17.03463635867223,71,1.4290293308268887,2596.655502963563,16.16347265759348,9.417693028489554,0.1382699206696067,0,4,0,1620,1
4,7.436492547156966,44,0.25555979526784395,1614.1295927016088,6.934416572445988,14.148272168389312,2.918811850632545,1,5,0,1041,0
5,0.7774629040232579,40,0.748119067077543,1751.019076591079,7.411256558248939,68.4205630296722,1.2444606270534477,2,6,0,1292,0
6,8.534271157574734,84,3.242980811157606,1743.7329446767249,4.707359680985234,11.274244272284616,1.3534821722944606,3,7,0,1065,0
7,4.184519963856051,82,3.9525868068256074,1599.2362049477292,-8.902436926771996,42.40072663528398,0.6919570118522738,4,8,0,1729,1
8,31.871416350725646,70,0.29537662164381406,1826.4067524438688,5.144378019745794,16.062117633270766,0.643838646520694,5,9,0,1455,1
9,23.816397569494505,55,6.089288491029816,2385.4011099939858,14.685396420337577,101.07122832383968,0.11655768507055846,6,10,0,2486,1
10,14.920273586833826,85,0.79744364405191,1473.0822523178272,0.20288004143037064,298.56914861814784,0.8206194708674758,0,11,0,1259,0
11,29.79944138890026,34,2.1712760713197885,2213.907197576452,8.295623992494477,572.4118954507035,0.28357916106091363,1,12,0,1089,0
12,15.773683076476184,58,2.78724344925305,1149.0488849908322,11.812728367145578,47.03895156853954,3.778599928687332,2,1,0,1480,1
13,6.387157986717364,89,3.342054742139349,1719.331001778897,-2.2774435144998035,91.38253661736712,1.5924870928510486,3,2,0,1066,0
14,30.231240772696573,20,5.828293595307371,1835.255349891007,1.389577085250683,193.98024139701334,0.5327169331686646,4,3,0,1476,1
15,20.389100436846586,42,0.7506077747980845,2837.4298364570323,-3.143291923817273,12.495351409690548,0.16409812717610678,5,4,1,1469,1
16,4.6275384567354365,58,3.911002356289164,1862.598847623656,-1.5773248535152549,116.97788421293767,1.5386611916005453,6,5,0,1038,0
17,13.096613219163919,76,0.28240583807033287,899.3782632745408,-5.300842269224489,52.56747647903238,0.13016992535576874,0,6,0,1492,1
18,6.243817466152429,53,2.4418371957253604,1000.5555465693751,-2.2035876910242145,23.08559156373658,0.2098988428584071,1,7,0,1600,1
19,1.1720026903566385,60,2.7094187561452374,2017.0147931733404,16.355645446382713,51.542555181080175,0.23764889415314744,2,8,0,1558,1
20,24.261775475316412,92,2.264689206442046,2306.8854278949543,-2.32381623272234,7.900022878884587,0.813938673202758,3,9,0,1400,0
21,34.094166404701305,32,0.581546319580913,2187.7279288136265,6.01167375248552,118.87793075729188,1.546729129827407,4,10,0,1095,0
22,1.0143242618085875,89,4.12781598105108,2083.785052900495,0.9770499706323532,29.134566689057724,0.3773367635194663,5,11,0,1189,0
23,20.629692366905708,25,0.3699103555514436,2581.1297987528333,14.430927496295512,37.31029259691118,0.08847042008493201,6,12,0,1597,1
0,8.493574308781731,71,0.11025345791138243,1730.2043896314342,15.489298372828932,12.906287504134012,0.624626218983878,0,1,0,1335,0
1,10.128746162353039,22,2.5279056180729667,2447.4552780134127,11.912559857111575,199.99586009103797,1.378763752106787,1,2,0,1366,0
2,9.076060757611309,82,1.2905271028441665,1183.9925574867914,7.449076424822042,68.01209500564153,0.2505967698288463,2,3,0,1188,0
3,6.36009230320184,68,3.78224958349641,1547.5260835309668,3.1515237052728113,84.89753146955941,0.24836463069400838,3,4,0,1254,0
4,15.48521627944827,95,0.9670602538356747,1096.4793025340919,-4.534997633529999,84.26515982210846,2.941756100892509,4,5,1,1190,0
5,6.690498835889622,66,0.3685154723787983,1862.5773496651038,20.548231048977577,52.84688789055648,3.082461372987924,5,6,0,1041,0
6,17.70456825779839,74,3.6211775765160783,1976.8693913668287,-1.0773841420204269,21.384927155379792,4.652862819130626,6,7,0,1781,1
7,14.49761890550863,83,1.5921751724957949,2057.05074611326,10.309170776262732,136.70124517204124,1.6484885682368091,0,8,0,1486,1
8,12.610519531335903,84,0.4194573499266711,2030.9416764435675,13.476524580987178,13.588417580109127,0.20848177386571282,1,9,0,1466,1
9,5.924363379584021,86,2.5486760811956506,1536.223334594136,0.5577560247573645,10.967401686308543,0.23823373863686406,2,10,0,2063,1
10,9.232286694316674,34,1.4312504121259626,1904.8795777933922,13.304100218527697,123.83746107512772,0.4158567772431701,3,11,0,1570,1
11,22.55391225825756,51,1.8542634788377566,1251.2766656971257,11.113705626710843,23.42512900261487,0.3829199674911656,4,12,0,1794,1
12,20.00917187624381,87,1.2357022279929832,2681.6144875661253,18.823710683054124,36.639741342050414,3.1356324542778387,5,1,1,1860,1
13,5.224447552014489,37,3.5287826399321762,1848.1869635509995,1.2452282685863105,64.47903807587932,1.5562478367621213,6,2,0,726,0
14,15.993323054292258,62,3.5387757676884726,1755.5569404781545,-5.286912138237719,59.6658271601767,1.2873862694301932,0,3,0,1521,1
15,22.51387123371789,54,2.4715381254742197,2794.4701642220416,0.9560819564439109,123.29867510846881,0.20574973471038577,1,4,0,1627,1
16,-1.6940528112137159,97,0.22276025532631955,1378.8767332253854,6.670828340274654,97.66560886366064,2.4026878920585397,2,5,0,1094,0
17,20.43360192379935,77,3.6508872713246467,1437.2064429840154,5.465701816680451,103.39379831673996,1.759507478466004,3,6,0,1963,1
18,8.373762410541534,52,2.2234739670048786,1451.8898375657175,1.8524968298035964,125.19534535351364,0.17869833817864525,4,7,0,1099,0
19,20.70598668593159,33,2.3882044648863947,1966.064309150259,-10.273579671817943,34.61769942067443,2.049264149918595,5,8,0,2135,1
20,7.367408434574831,53,0.9019173712626203,2215.8158148187986,8.763863969032851,38.90997222468986,0.31779431109311523,6,9,0,1321,0
21,-3.0488210066451913,80,4.228555575794965,2369.837734058917,20.778755832657602,57.62494217931907,0.08432743199315307,0,10,0,1541,1
22,-1.2754243788316266,23,2.5846727373805884,3000.0,8.714009904984028,36.7392418634166,1.069506909151415,1,11,1,1040,0
23,15.48084946661382,78,0.23889739389120726,875.283772899618,9.87308415242811,419.5571564022229,1.0607520949797318,2,12,0,1502,1
0,17.597225017214818,48,1.0477475449795832,2304.3677945622085,9.579562449240814,168.2287818554099,0.0997452105523409,3,1,0,1184,0
1,5.956833748955914,25,4.349797835132439,1721.4347137138843,8.176373359059198,17.99100926195069,0.3839753884831765,4,2,0,1146,0
2,21.38592458777374,68,0.09669359850486385,1706.7924255556134,12.453327734944757,0.5609861773409701,4.935684919598777,5,3,0,1749,1
3,-1.6152006226895992,59,6.509867311808143,1690.113935873061,8.162989449485327,4.372544320857568,1.134529664918649,6,4,0,1060,0
4,14.339202013526835,84,2.273641455002,1545.6151645960133,2.4985826427737923,27.979783627587885,1.309611753569941,0,5,0,1604,1
5,2.889838002375434,88,1.9959561279710363,2842.2624173017257,-1.3679112800700324,12.136714748501953,0.23942193520346214,1,6,0,1169,0
6,8.481638921978409,46,0.6309542864520044,2421.1486635069514,3.0082107577545982,76.21502982977582,0.08205864857184766,2,7,0,1251,0
7,15.47398671316414,99,0.5721448405788696,2011.5979892786875,7.513035971605328,195.18945791817012,0.32421009060514727,3,8,0,1837,1
8,6.395866347160476,25,5.696633113701358,2675.5078762435,2.471336311016213,133.46519671449565,0.2862143303699577,4,9,0,1675,1
9,11.154444557701746,32,0.7084201234713695,1243.735517350562,7.514709465051444,24.284773888553097,0.26728367592676616,5,10,0,1208,0
10,25.062928092144404,83,2.987806330962544,1334.647434334537,8.51320106960334,50.965839861469554,0.21412722319771213,6,11,1,1345,0
11,9.231081304768512,81,0.9988543281631889,911.0161339026561,11.665435450161453,70.90615643256997,0.8550914297014172,0,12,0,1328,0
12,23.356921120651418,38,0.29991181224168706,1650.2927299383562,15.262359750711843,166.1815212582264,0.3976509322228914,1,1,0,1976,1
13,3.702931453423819,95,0.021546239847182746,2080.8492633523765,5.62405934783086,182.71064981755725,1.7167170176724882,2,2,0,965,0
14,20.29804177915283,99,1.5716539286495155,2051.429288966167,-5.462212521181286,240.48206288001714,0.20327648718160796,3,3,0,1746,1
15,29.415686206579004,62,7.441055524137776,2074.6709555299403,2.2391672254464794,71.18107678344468,0.6247917111251444,4,4,0,1314,0
16,-9.716445001272895,93,0.9213305555735207,1294.471584466959,5.3525005392527945,118.50684445207132,0.013751962697424576,5,5,0,1300,0
17,7.031047445295232,39,0.8838194384601997,2401.577371307011,-9.686150049416721,11.855875408632244,0.6571669475866831,6,6,0,1431,0
18,20.7707212718054,87,0.8434683222949203,2119.813759119499,16.10931616081986,83.30737443786292,0.05745775132968266,0,7,0,1641,1
19,12.969546139570074,63,1.4702056235773444,2366.527140732999,6.13902330008373,28.59393378577616,3.8042235007924967,1,8,0,1578,1
20,18.711458733713087,42,1.162012984942744,1053.6189112049742,8.05082267664228,56.5135542587306,1.5634713912350569,2,9,0,1633,1
21,8.960148132841795,21,4.239104690429634,2155.745429398895,15.924211700210126,100.52599559417936,0.6735631587963226,3,10,0,1088,0
22,15.865897874728999,41,1.4085003495115673,1406.1173800412366,-0.04114264113877475,29.704030827090644,0.0905675379277935,4,11,0,1864,1
23,13.443227646079205,76,1.4175689695524123,1801.3383737243191,9.59233544707224,5.359600442917543,0.8975804676324833,5,12,0,1182,0
0,26.677820616598073,91,0.2978623712492289,2267.1824493181916,4.121087015184514,1.0286582352212625,1.4219785381154637,6,1,0,916,0
1,17.54420843301213,26,8.118673990418646,2045.5468031279565,3.527305063872645,2.240874653218381,0.21160692113691404,0,2,0,1327,0
2,18.37602662075202,97,0.575291855193574,1574.2300101103406,-1.1775391024350341,0.8384791838029603,0.8398120774091848,1,3,0,1464,1
3,10.881230338775326,75,0.15238905567778177,2003.1365780922092,18.324825709492217,11.693283580633402,1.683143110850575,2,4,0,1648,1
4,10.123937759275066,86,2.17621283208722,1234.2323423781786,1.9959996793954327,27.37643279058849,1.4620864851379929,3,5,0,1313,0
5,10.674418121803791,35,1.8095464779207622,2575.133697949148,10.595713975165616,25.00286306503315,1.6245110326241503,4,6,0,1214,0
6,18.94452142378297,70,1.0727848878708444,1897.3579902518743,-10.000059099775491,432.72804659958996,2.114641244856335,5,7,1,1619,1
7,10.790155191797371,99,1.0970281003938402,2559.274972127663,14.439908237518292,36.529211564506966,2.7755066096873873,6,8,0,1492,1
8,17.89774856896413,91,3.074829204503445,1736.7341564519784,13.417689247656469,13.630183631567313,0.5200701483516326,0,9,1,2335,1
9,35.75400798645439,31,0.4355973216970655,1738.2120057967086,5.779472882378425,78.86949857640168,0.8411116073228739,1,10,0,1494,1
10,23.711247034316923,72,3.4324134935578563,1617.9066066810767,3.184460270896605,195.16286563782506,1.5637932905167415,2,11,0,1784,1
11,11.739764678321588,94,2.0924976833979017,2438.0869658465376,8.200000044908531,113.33912565708788,1.1944840121296505,3,12,1,1118,0
12,27.012139221639448,24,1.0859049980151805,1645.284421335762,23.310325287042314,35.10935335084391,5.408183185723603,4,1,0,1442,0
13,10.919246269784486,46,1.2250841541231596,2322.297716207588,-9.105893591227881,82.46604048658814,0.013772051950756375,5,2,0,1371,0
14,-5.381245351778539,31,0.5931690497306481,1808.7738011653548,11.256219100593022,125.47608726788808,0.4387115188910508,6,3,0,1454,1
15,4.919136890825959,36,2.789575316116947,1012.0183500541901,-2.2929384172312206,130.23374496123935,0.3299327624468354,0,4,0,1083,0
16,-3.707919210258556,25,1.4384679726237855,1714.8429661067669,4.84065282960215,109.82277285139116,0.30423952724589265,1,5,0,1419,0
17,11.484865159586914,24,0.7738399032231565,1410.4458928185759,3.0169590473706958,204.64743780068028,0.2517099411272258,2,6,0,1544,1
18,15.184183791895517,76,1.8129289152578658,2016.9513618411688,1.5734539376179546,204.10323757735296,1.2348576722029605,3,7,0,2105,1
19,31.764373122752826,47,10.914369261267643,1404.796132162755,4.916278967578165,86.49717664077423,0.08856837751372117,4,8,0,1938,1
20,18.269273737641626,97,1.1427877347937054,2462.9875503573085,-4.073369162222324,56.18669658807639,1.3532806947453047,5,9,0,1475,1
21,12.808994711911357,88,5.068817434221933,1954.4620698234864,13.233443489023736,102.60227206380404,1.182295601864031,6,10,1,1224,0
22,23.29405581183489,78,0.8462915069717716,1911.2020026206305,-9.353148089588803,170.4914113556749,0.2887548243122218,0,11,0,1798,1
23,-7.11135309007885,52,0.11257508333606396,2327.946068893791,9.318116102626735,0.5668138429978233,0.29146760610511613,1,12,0,1318,0
0,17.35614558108566,81,0.4569205862621254,2481.953467037931,2.387713179723431,482.7939934031837,0.9911775062200202,2,1,0,1604,1
1,22.708651938869668,69,1.0849598989263114,1989.9506241151742,-4.3673991504596295,20.198617094532644,1.4362037944688866,3,2,0,2094,1
2,0.2141375422015841,38,0.4959868570636121,1614.3998502253548,6.619066964789562,63.53481670832751,2.0913976364792006,4,3,0,894,0
3,26.43754043206929,88,0.0004541279906669471,1113.0151919439354,-7.455608693651824,205.59573455090444,1.9114864491380403,5,4,0,1445,0
4,18.38496407494414,85,4.9302442276056935,1656.97512148241,5.317710573757077,25.494437878645794,3.349069769084654,6,5,0,1859,1
5,10.847120860991987,66,3.7142531308341833,1691.3938766760193,-6.383015262492435,64.77823502500478,0.8708033858575315,0,6,0,1570,1
6,21.32781866106285,58,2.711858032418981,2053.5287264961485,8.690176674542649,14.22345038458255,2.3931178774898374,1,7,0,1331,0
7,37.70692857804396,87,0.3674000424297356,1827.4265594309863,-2.3948586690430043,50.265298657627746,1.6529367848284369,2,8,0,1394,0
8,16.818662550584953,52,0.2564932233318262,2343.966486025714,1.3920478637655247,19.496367847669475,2.2506344456933998,3,9,0,2354,1
9,17.48220586300336,32,0.1399969312954665,1693.5083643646553,7.351595103545298,45.19715861893656,0.011694718711611284,4,10,0,1741,1
10,10.406391004597559,73,2.574920350562439,1971.479416573529,-1.180336894737887,46.75493902239564,3.378545636542191,5,11,0,797,0
11,6.501556305352082,26,5.284748548458483,2591.9937215984446,4.5362880026535795,498.6546219451843,0.6415612384062386,6,12,0,1109,0
12,23.303358165442454,98,1.1261187939093156,2170.9126069774834,-7.110644009958829,526.160543309331,1.600393881130699,0,1,0,1712,1
13,6.439161740911327,33,0.25371467777865797,1969.9812291557178,10.047004828769245,12.192617009010172,0.1360535641556475,1,2,0,1534,1
14,15.715662372193925,38,1.436490315600569,1699.0277790324114,19.11931044440617,129.4513235028071,0.5040835623156303,2,3,0,1664,1
15,10.223425532348834,73,0.8579749268688033,1683.3843016425114,27.33767094327969,5.313233140007878,0.31671365757885633,3,4,0,1085,0
16,19.789798257463918,39,0.9394470948646102,1574.6933735240261,5.729345173331513,3.0657181036043477,0.3448293388257739,4,5,0,1767,1
17,18.336621052869482,48,1.9421836277527298,1729.4965671085504,11.305633126377494,11.130469650927807,0.1315397999634392,5,6,0,2207,1
18,25.375399442578992,43,2.536795913644499,2377.8329193721574,-9.245005383259914,336.6380302439831,1.6386805022725428,6,7,0,1662,1
19,9.89983601145253,82,0.23442449463870083,1889.0558643538657,17.021874610444705,282.79077578131887,0.009285289768909407,0,8,0,1583,1
20,12.301250647066286,93,0.07247800582298397,1325.1134653093845,11.20982803779285,21.558198748350225,0.3747013869059341,1,9,0,810,0
21,5.212362842176926,76,10.345239092782803,2884.084646529892,1.1285324403901358,17.634624723117263,0.19165765470510038,2,10,0,1039,0
22,10.557067399238884,27,0.5298287336130884,2159.9825955725814,14.897446402312074,27.51411548744404,0.8892568149802834,3,11,0,1478,1
23,18.773004930448522,81,0.11066715366031704,1296.5282997434153,2.964191386837268,72.47348473507684,0.29336807733506887,4,12,0,1741,1
0,22.569886166453518,48,0.4211342569258183,1779.0755363795881,1.3357985358835478,84.32834038606629,0.29975256803113964,5,1,0,1644,1
1,5.778346758223746,93,0.07947401322443562,2055.4431914142087,8.80267940341993,25.050630831996422,0.6700913096183961,6,2,1,1424,0
2,23.696059201056602,36,0.9945388335703133,2852.2960466486884,-3.506835998642549,141.31427268459998,1.0575347601013263,0,3,0,1470,1
3,28.55637858804951,85,3.243039048666513,1445.9437708705655,13.172998115199585,37.041631040478535,0.12931709050077636,1,4,0,1165,0
4,19.134349032237008,25,0.8348055074936674,2488.0203596779734,-3.447918495414747,255.27315318754856,0.19299202727361187,2,5,0,1746,1
5,33.76795812558066,77,1.1746338152728044,2699.7432134861715,-3.40043831858549,106.92167224383446,0.2839221426479361,3,6,0,1130,0
6,7.26210800896427,88,2.251474371170201,1685.6728474627148,-2.277518307266675,57.33239063683412,3.6400212586571814,4,7,0,1127,0
7,2.55345296688583,47,1.422190862436618,1861.2431905698832,11.076000300128978,156.02287965269446,0.5060910163012985,5,8,0,1565,1
8,-2.7872024890427873,81,3.952985743076132,1481.845376313115,0.0657971078423385,170.32796142368736,0.9137691403375701,6,9,0,1307,0
9,29.96044311489183,60,4.0203634923238445,1898.2694294598475,-5.783966274937351,34.316885686743035,0.2764689257100724,0,10,0,1646,1
10,21.543656563540576,88,0.0199202666945551,1981.7050128285343,0.15456000051361585,41.50830281276037,0.6742459891556087,1,11,0,1433,0
11,14.44415329089545,60,3.010573013258938,2329.824999041185,4.743661034556105,274.81717180236205,0.07700975065925258,2,12,0,1254,0
12,17.799686263198204,68,1.2350911640267435,2545.0917355102233,-4.4477798693150845,18.001346851611526,0.03536000703828904,3,1,0,1999,1
13,3.7451095270162345,68,8.990935654235571,1625.9519676891764,-4.213448872274748,4.30645247824275,0.6324915508881841,4,2,0,1141,0
14,39.45751979616826,95,1.3203227895247507,1016.3374678870027,21.890370672796674,60.52376318315134,0.508593595792125,5,3,0,960,0
15,16.292211819752275,90,8.669667168640787,1989.3776103618789,-1.8845232305110953,161.55057860179795,0.14720191813006048,6,4,0,1690,1
16,16.093947946048928,22,2.8094818040727696,2146.76876498432,2.4156610498159456,147.69550344184637,1.1634754350370982,0,5,0,1520,1
